"ID","A1B1","A2B1","A3B1","A4B1","A5B1","A6B1","A7B1","A8B1","A9B1","A10B1","A11B1","A12B1"
29,-0.803253973111668,2.04890171446485,1.51517636415867,4.67051388076341,0.0842180329252354,4.20700348523825,-0.402062207318389,2.17423899029022,1.88647379983384,2.14538829923689,5.4400256720445,3.45265890436856
30,-1.17462152089714,5.65834877984166,2.78393700228909,3.34388478639247,-2.4077786019738,2.49394124051932,0.669188553362673,5.17392885378645,4.17506646695424,-2.44639330947384,1.87162073940129,3.41428458934806
32,-0.67860243181277,3.05718874158418,3.06308042469936,4.03179163436088,4.07120173005822,1.73073427849799,2.07243451678382,0.0197351338714965,1.62912564189844,3.20562886802015,5.74975344280709,0.504716604248888
34,0.0242221616944184,4.45039796111657,2.86981606440576,-0.270924874955595,0.937607747871125,-0.0486947550722289,2.02942822489432,2.84233495354907,2.29440828808735,2.9276134763301,5.20334969569071,3.05942279315323
36,2.2597318497268,-0.0163296596552385,5.48163361120486,5.59022277691623,4.19026837751996,0.118284880690782,-2.17127236090046,2.36694236646546,0.773202032105444,1.0700421033775,4.42407934410269,0.772914368002665
38,-2.42167030973462,1.43101751575239,-0.162894079531521,2.76696558746876,3.52501494273798,6.18181038511531,2.58320341209522,-0.242849331602191,-0.657144574526427,5.15890896794204,5.85783321159135,3.67679085068726
39,4.19861314883162,3.47876530802929,1.60578854123373,-1.75732488958965,-1.01157860221688,6.97650665748902,3.20639521591759,-0.182879661368699,1.54518740704709,-1.97561619710227,5.21809031992848,2.58029742469997
40,-1.21218916947266,3.6271053790687,0.748760396452935,0.885530946706867,1.61453420351752,3.74153295450038,1.72350899991055,2.80974690306058,2.88192016911542,4.04429880829352,0.778557700600765,5.32508251144526
41,-0.359906651861268,0.211976422520581,5.73123401925458,5.29178101351413,3.61667030051206,1.15422463082354,2.37622128251188,2.59346786408785,-0.124203443645639,4.41838706354774,2.28531037123405,3.29184806415545
42,-1.77533625751334,0.824698420114707,0.55673793101601,2.19307430053952,4.10625342064229,4.18220377006927,1.76235353826508,2.26091435325777,0.991393784138661,2.64387154746515,6.16409888989685,2.93828240947283
43,3.64502040877614,3.80759593563441,2.7471512466178,1.10702377158296,0.508930705506607,1.36807977718472,0.547581980455187,2.16994045155865,-0.350774049997807,4.57786040376012,4.27410655162735,4.26132914037143
44,2.69416058100505,1.43950632976012,3.76080669917913,3.16103300779544,0.60293871513677,2.46144406908319,-0.0637635033342462,4.82556649031908,-1.6131308012849,3.58346454691018,-1.23468984779552,4.9962864457665
45,3.38064174541223,1.24738530079209,3.11353970495588,4.63662443815162,1.94345728022331,3.9980235888425,-0.71221637771463,1.04918394599903,-0.540929750606636,2.5183772003452,3.332734423142,2.02721730166139
46,-2.46602731285705,2.54469084441493,4.29488549155125,1.94221463967608,-0.339331311269487,2.03461399816321,4.04751422667245,3.01446953215302,1.92258101549963,1.13887543989855,4.73806892051893,5.16494653040041
47,3.06710605278891,2.14036590270008,2.67108559768609,4.86464924021194,-1.33658015596147,4.87583385927117,-1.21085753594378,3.29603543565557,1.38264121533491,0.785433303570565,2.24781408438491,2.34282555842913
48,-0.511335789811945,6.1045763370514,2.28132774213518,2.22792370554841,0.394153750081078,0.161547674928874,2.94820403886701,3.19843940142964,5.37224635678283,-1.14209943640478,2.61021400697384,4.1846905575536
49,0.497063086169393,1.68823702554761,2.32157331624489,3.01144376830376,-0.94031454896815,3.53860628166129,0.380936893840754,1.00529077821722,2.79181954781442,3.10145226147798,6.40165079322321,2.10539047874356
51,0.915761293360504,6.50777337984203,2.97476689412916,-1.98511265049514,1.78236773319723,3.5461948818017,4.72090952543611,0.173657122798258,3.35548134513368,-1.03288283049092,1.93626736490744,4.87483424687036
52,-1.25799901041933,4.63160820279025,5.84033351785746,0.419394654482864,0.944238682404794,0.119177844398881,3.73205424640715,1.98569776385662,3.75684967891829,-1.16959101640394,5.26372523249804,3.13817860933578
54,-2.36334368529601,0.85328558006245,0.828243762393115,6.07529019590749,2.75355342387563,-0.753078473085927,-0.0482044373256398,3.98641828865753,3.19660029413328,5.12759686034629,2.47657256501595,4.25735599873716
55,-0.272449400429788,4.77073533643562,2.2440149594192,1.06268484221867,-0.231807466932404,0.445818360903922,2.34144509893762,1.80600737340933,4.09871900697139,4.17391995103619,4.50901091893737,4.26935843942508
56,1.83345719718908,2.17129184459696,4.60757774059109,5.52225610077649,-1.51770305442588,2.53718466756841,-1.6446582643055,4.48542020604228,1.18200170892397,3.29467474945114,1.09344851805328,3.13808253080572
57,-1.54088464127792,4.95681816494296,1.86401036843119,4.65629724627103,-0.0635432871473763,2.29252331075032,0.557925339859106,3.47812694729121,3.71995301601602,1.85304838859848,0.69504924781845,3.82824104161526
58,1.95644502047892,2.02554198670137,6.0014184249787,3.15087374487038,2.26477894118703,1.69339980413632,-0.146282064009776,1.35701042080145,1.64622850513199,-0.307259545666341,4.94025191608207,0.507028417698016
59,2.29282736249186,1.57842774278517,3.74664243437533,2.60807298675252,-1.37354328649936,2.81461392112483,1.19321471325316,1.14555996034697,3.74709420595661,2.17573209210972,4.55291546348373,0.683684472042828
60,0.431815077417089,7.32041347212775,5.67780043579998,-1.37433264555119,-2.00028881689981,0.266430821077076,5.36628366886721,2.94893374854104,4.43938530484244,-3.5368097052683,2.47720864797784,3.14097860608867
61,0.994183928062302,3.32820974653429,5.56997567281642,1.66121356970385,1.87591431916675,4.37343876190726,1.71731242044436,3.14485353280662,0.256820179983989,-0.776497336058822,3.249142560358,2.08804954573238
63,0.568982598713592,5.51077583418856,2.64785661758117,-0.136164547211964,-1.94791619700709,2.82162018947228,2.13072289380757,2.01648615159491,3.90384693372003,-0.114688141778376,5.02898585027047,3.13946291870187
64,0.88356333846211,3.01284603982777,0.951773628357689,4.04857602186032,1.7701160577719,4.62341942320143,0.62969697137987,0.124228513170886,-0.288949631059134,2.46987178372802,4.93460072477614,2.8873837511451
65,-2.54180941777295,5.26468402893267,1.72264957181922,4.42547161660442,-0.119873407882472,-0.354453890806319,0.856749606039724,3.35854734798004,5.28403234045516,-0.800078427173148,1.63764699010572,4.14163409321785
66,-1.92304546209386,1.16435269251534,0.511378549363026,5.80297197238016,3.0925121303266,2.63875065338249,0.959609492643196,3.61844245894049,1.39561496908547,0.708299689564149,3.82224865976493,4.36043102865617
67,-1.71898000791859,2.44108196635067,1.7248927169617,5.21876005617478,1.96638464564404,2.46109931861468,0.556481202651625,1.64301973230181,0.850684842554232,4.84528624692077,4.01373749677274,3.55266134159546
68,0.478122906491158,6.29562166214379,1.97283549399657,2.42163210666079,-1.77826054529033,1.64841208458893,0.863258737846787,4.81948259329623,3.82816460338159,-1.82647763494433,1.67226674720671,4.37158875826257
69,-0.195298111272472,7.3286781352653,3.66182534650606,-1.44979487423852,-2.83372625309927,0.572729279633535,3.33068477463724,1.84255764526384,5.16819036375015,-0.57802744377416,5.3161459413776,2.63004254546234
70,-0.588463729737905,2.25544623351242,0.527644294116034,5.72651131510257,-0.432203057663569,3.52906991706259,-1.20643824808137,4.38128976370906,2.46504686423968,3.92484882623952,1.81977589315867,4.73635861364871
71,-0.389934252632023,5.2615632161918,3.97058694932156,0.787378808110219,-2.44038787211646,0.334606892435668,2.89801776869569,1.83691624803197,4.93605688151083,0.212451231504204,6.76485796795113,2.3089448666225
74,4.54806259682294,4.60626960296705,5.87950229606467,-1.77549714383754,0.438047239259906,2.59660144243914,2.75165591647386,-0.525450946857698,-0.334560948676791,0.874632321608855,3.92321833987332,1.23907861689092
75,-0.0841900093038631,5.40886629124817,5.66735991780975,-1.03267406390863,1.32093468125601,0.716118644798131,3.68538467475514,1.36360173690671,-1.07188089595714,1.94910345399801,3.99401044539502,3.83797216061288
76,-0.465426236703078,1.35374766667202,3.97449743090714,3.18912662992255,-1.45220036115726,2.77201336645312,2.82805162877542,2.2653996074518,1.66946038284391,2.93013025487686,6.65398079811599,1.53608587419348
77,1.42300062852743,6.28409580159978,4.22622864053256,1.99210234496693,-1.88961331733236,2.02961163783083,0.382544031404441,3.98144900004952,5.22894271558018,-0.267766580919135,-1.69715977310802,1.23977680104239
79,0.393981275423226,5.78161482301843,0.328676290485675,1.37932408737876,-0.110694312852259,4.4698293194061,3.06332915006249,2.08248772646634,3.30591272126645,-1.51987994327381,2.43485073786831,2.4881880026351
80,-1.24058353772308,1.92668832296581,2.51992562732156,2.10703613128478,3.85663500821559,-0.143632511467369,2.78054088114369,1.66946763591116,2.83107741555091,2.11725865984937,4.14370780305754,3.28773179264948
81,0.932889525098265,2.68866838329871,-0.428622865499111,4.59253471182206,1.22194241617627,5.46516067586223,-1.00512060618535,2.22406766419974,1.42154016198384,3.93810696080947,2.75717843752731,2.16307482846687
82,-0.404951332299338,3.20200740364281,0.733658913327873,3.08662476388665,3.31659474143466,2.89146791881916,0.745248159764631,1.07681419166146,2.10949163427027,2.33234865724775,5.68840217013586,3.63619388760264
83,1.16757593791811,0.542041900651032,2.95679670163171,3.00188659645505,4.70734446313728,5.39478651070268,2.72704732592539,0.128725943162241,-1.5336154726286,0.743017024311224,5.75012564713486,2.11264455134086
84,1.09670137852337,3.8233199893446,3.50653878956373,1.42472970796623,-0.446123304259185,3.39183835900374,1.80741044091129,1.76299440319625,5.29712695553813,-2.32849953354857,4.64795212898874,0.451845216541983
85,-0.443665141445787,2.42885340182607,4.78398325250432,5.95502682088041,2.45929487639455,1.10896238322317,1.97086330155884,3.22683274096713,2.06520137225069,-0.378805687065445,1.47219625423765,3.6079454578902
86,1.28927304163844,3.47334432428459,5.37211913309658,-1.09157264929192,2.86904037640037,2.88402191242167,2.27160595341045,0.570750689653618,0.879177878173915,-1.12553007372938,5.31354654947118,3.87920056356717
87,2.32140518540477,2.49225823706274,1.07074396500211,2.80667751161023,3.29595424245012,5.73419128777282,-1.6454280437455,1.45001495745114,-0.285313414924742,3.83030503062406,0.725739859747668,1.91557746468778
88,1.43042523189073,4.6225148152952,0.364395311848923,1.76710849031663,2.57909051464392,4.28897539261704,0.745532399928381,0.74124865344217,3.05123592537473,-0.0257414518587208,5.61139204853545,-0.24443404063418
89,1.15373756045512,1.66643102688197,4.1715286299164,3.19309597114026,0.854748369762207,3.61393632251139,2.20644122089408,2.47442194066447,4.9632242940323,-0.28466251593457,0.129681829563514,1.16941377033249
91,0.517189000686939,3.35353119219838,-0.916263426548185,2.35246831195327,1.12929474842642,5.86336339524887,0.571235399912497,1.56325048667708,2.6472199635458,0.496666000814031,5.34907795882827,4.09322249959413
92,0.650221998291655,1.33342505551605,0.785379371086705,2.38174587477797,1.30475213444462,4.63732911200522,0.330592825038583,1.33464577023557,3.88245918066946,2.1512950519802,6.17337085495498,1.59567563950025
98,2.92485132796228,1.1698281314437,4.33527448826871,1.7087869150725,2.78409901461457,4.88944796137078,-1.43086962406844,1.60198628248761,0.320226702259009,2.22098031896433,0.350162107495703,2.30984701832641
99,-0.573234034692232,4.77855528486473,0.274765777699777,2.4712654072427,0.299336390509771,1.36501117724474,-0.0245129298639165,3.10347322306683,1.92226508509287,3.99044453476144,2.76112159794608,5.30972021854612
100,0.455690969922448,-0.00199113517638851,3.23559023795434,5.01600527262671,4.8650480008121,3.87861845514906,0.542381214866338,0.829659786456646,2.8614006887612e-05,1.83319550288003,5.55128426986315,2.65680617204516
101,-0.711609475939308,-1.56418927547572,3.10668984420232,7.20192315407451,3.26265705205967,-0.104779464294617,-2.18153269214044,2.77601816531951,0.574380276913334,6.14634694328092,3.13936009472421,3.08032659588916
102,1.34332923059068,5.69082486058031,1.22712092633771,-0.12220141272178,-1.87890736695011,5.06617533506715,0.488055907135712,1.43232425776665,2.39763187657168,1.76486186123947,5.56233292527352,2.57278691703353
103,0.670574627534041,1.22193280557038,0.519414768209655,2.91032291264138,1.09482126350179,3.9994861789486,-1.35984684640804,1.82200464701502,1.68923095686431,2.90239526917599,3.66612098540299,3.72676252941592
107,-1.07227603796573,4.70748246179464,0.16869603156065,2.22373480396498,0.354401939322557,1.2618735036478,0.395267509507571,2.64018620968207,2.32568517343536,2.87802589481893,5.18988318157185,4.82966438759248
108,1.44335111042427,5.12646229150407,2.48011889928201,0.831689243707125,-1.1764446261597,3.57690649240829,0.617030458081136,1.8306334039086,-0.746099465297257,1.63573659108674,5.12127493927147,4.83469762975968
109,2.01331537860408,5.93426633950725,3.18880704577319,-0.323761661518286,-0.255396404965928,4.48898194121959,2.314122574454,1.18452795787557,1.3940947788016,-1.43006576269462,5.05271174158734,2.37457870572143
110,-0.428119886131583,-0.158203115622664,3.05849183551919,5.37086567947825,5.63482006168129,1.74764139281411,0.618477153717132,1.39841085023834,-0.178889805110035,6.28540119111969,3.87279685585687,3.50443963806881
111,-0.0503320740963042,2.49082653837365,3.45274084251114,2.22894231684431,3.41580031484344,1.11687896132711,0.700388251158843,1.37442864483843,0.229439047971715,1.63894077301867,5.22041609382561,4.41754378876526
112,-0.339907067472978,5.53408994229324,0.368183665030619,3.05470480656508,-0.551703002649994,2.50110941581737,3.66102476961803,3.1087572706642,3.45015014907585,-1.857414289157,2.09650745925896,2.58895729697729
113,1.58458860559512,-1.21653300353943,3.75507222167195,6.59880778660744,2.3290066679376,4.04517344758376,-1.98786034106792,1.84859988574778,1.62517994618676,1.15423708246787,4.8506687864904,-0.325663540476453
115,1.13570865069433,-0.309319800265909,5.88256445908355,5.31153061655573,1.79924232503838,1.12426129420143,-1.37472745126814,2.55087969187621,1.59087416837057,-0.0641792125121437,4.51128025567698,2.84702152558241
116,0.776753777296304,5.20819303089276,2.233293817498,0.42607507007309,-0.171617854158089,2.90429926401444,0.495467198935698,1.90339623415407,2.00176588978968,1.17067124785142,4.5521177242469,4.51447897383886
117,-0.126317815173586,4.89229041631132,0.499290249773959,2.04996504387916,0.262852164207103,3.08524128457107,1.0430293168844,2.18766831140226,2.73185349805617,1.38010919580674,4.04595877988266,3.66131482412271
118,-1.19906466413748,5.01428938443666,0.508893359569364,1.88992802776211,-0.237292792529431,2.02304573448126,3.36011353201166,2.96820186087839,5.53218145504379,-1.12481328054484,2.57493736658507,3.94832742279988
119,0.125368815209216,5.21725327002585,2.37670290841642,-0.692825600329235,1.60554625241417,3.60965783527054,3.5681938356307,0.318443309294771,-1.55206470366643,1.26896558340722,6.08172208615273,5.09458097295361
120,-0.666276796388443,-1.64582891050321,3.17341177271341,6.36440785338022,3.7294450603881,1.6434336854814,0.428317880516451,1.49679832293564,-0.36595603334831,4.35335039032711,6.19852651614335,2.88941316153243
122,1.32665440631787,5.61450125667642,0.839303746526592,-0.671068652712995,0.00723338412436036,5.13449803861313,0.50237065919441,1.21918241231044,2.29875761932604,1.32087108937274,4.98612694873322,3.60221876167809
123,-0.939501029604359,4.77847650221452,-0.782880685824052,2.83400718026454,0.489473730066781,0.672970704309705,-1.13752489493427,2.98700474169018,2.19575156806077,4.09066601456463,4.24130336343635,5.61506488094071
124,-0.012838831391042,7.14833770805162,1.78846431906673,-1.16418442739786,-2.36998749268322,2.15982856545946,3.1926349282732,2.11404836232964,3.63569475073844,-2.0312207136839,5.74363926023341,4.70621118463147
