"resp.id","ques","alt","anchor_1","anchor_2","anchor_3","anchor_4","zemlja","dob","best_choice","worst_choice"
4,3,"lisnato dizano tijesto (salenjaci, kroasani, vijenci…)",1,2,1,2,"Bosna i Hercegovina","20-50 godina",0,0
4,4,"slane pogaèe s punjenjem (meso, povræe…)",1,2,1,2,"Bosna i Hercegovina","20-50 godina",0,1
4,4,"lisnato dizano tijesto (salenjaci, kroasani, vijenci…)",1,2,1,2,"Bosna i Hercegovina","20-50 godina",0,0
4,4,"slane kiflice i peciva s punjenjem (šunka, sir…)",1,2,1,2,"Bosna i Hercegovina","20-50 godina",1,0
4,5,"slatke kiflice i peciva s punjenjem (pekmez, Nutella…)",1,2,1,2,"Bosna i Hercegovina","20-50 godina",1,0
4,5,"krafne, fritule, slatki uštipci (slatko prženo dizano tijesto)",1,2,1,2,"Bosna i Hercegovina","20-50 godina",0,0
4,5,"posebni blagdanski kolaèi (pinca, panettone, stollen…)",1,2,1,2,"Bosna i Hercegovina","20-50 godina",0,1
4,6,"pizze (sve vrste)",1,2,1,2,"Bosna i Hercegovina","20-50 godina",0,1
4,6,"slane pogaèe s punjenjem (meso, povræe…)",1,2,1,2,"Bosna i Hercegovina","20-50 godina",0,0
4,6,"kruh (sve vrste) i pogaèe bez punjenja",1,2,1,2,"Bosna i Hercegovina","20-50 godina",1,0
4,7,"lisnato dizano tijesto (salenjaci, kroasani, vijenci…)",1,2,1,2,"Bosna i Hercegovina","20-50 godina",0,0
4,7,"kolaèi s voæem (savijaèa s voæem, kuglof s voæem…)",1,2,1,2,"Bosna i Hercegovina","20-50 godina",0,1
4,7,"krafne, fritule, slatki uštipci (slatko prženo dizano tijesto)",1,2,1,2,"Bosna i Hercegovina","20-50 godina",1,0
4,8,"slane pogaèe s punjenjem (meso, povræe…)",1,2,1,2,"Bosna i Hercegovina","20-50 godina",1,0
4,8,"slatke kiflice i peciva s punjenjem (pekmez, Nutella…)",1,2,1,2,"Bosna i Hercegovina","20-50 godina",0,0
4,8,"pizze (sve vrste)",1,2,1,2,"Bosna i Hercegovina","20-50 godina",0,1
5,1,"kruh (sve vrste) i pogaèe bez punjenja",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",0,0
5,1,"kolaèi s voæem (savijaèa s voæem, kuglof s voæem…)",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",0,1
5,1,"krafne, fritule, slatki uštipci (slatko prženo dizano tijesto)",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",1,0
5,2,"posebni blagdanski kolaèi (pinca, panettone, stollen…)",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",0,0
5,2,"pizze (sve vrste)",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",1,0
5,2,"kolaèi s punjenjem (orahnjaèa, makovnjaèa, žarbo…)",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",0,1
5,3,"pizze (sve vrste)",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",0,1
5,3,"lijepo motanje i preklapanje tijesta (pogaèe, pletenice, ružice…)",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",1,0
5,3,"lisnato dizano tijesto (salenjaci, kroasani, vijenci…)",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",0,0
5,4,"slane pogaèe s punjenjem (meso, povræe…)",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",0,0
5,4,"lisnato dizano tijesto (salenjaci, kroasani, vijenci…)",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",0,1
5,4,"slane kiflice i peciva s punjenjem (šunka, sir…)",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",1,0
5,5,"slatke kiflice i peciva s punjenjem (pekmez, Nutella…)",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",1,0
5,5,"krafne, fritule, slatki uštipci (slatko prženo dizano tijesto)",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",0,1
5,5,"posebni blagdanski kolaèi (pinca, panettone, stollen…)",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",0,0
5,6,"pizze (sve vrste)",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",0,1
5,6,"slane pogaèe s punjenjem (meso, povræe…)",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",1,0
5,6,"kruh (sve vrste) i pogaèe bez punjenja",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",0,0
5,7,"lisnato dizano tijesto (salenjaci, kroasani, vijenci…)",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",0,1
5,7,"kolaèi s voæem (savijaèa s voæem, kuglof s voæem…)",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",0,0
5,7,"krafne, fritule, slatki uštipci (slatko prženo dizano tijesto)",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",1,0
5,8,"slane pogaèe s punjenjem (meso, povræe…)",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",1,0
5,8,"slatke kiflice i peciva s punjenjem (pekmez, Nutella…)",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",0,0
5,8,"pizze (sve vrste)",2,2,1,1,"Bosna i Hercegovina","više od 50 godina",0,1
6,1,"kruh (sve vrste) i pogaèe bez punjenja",NA,NA,NA,NA,NA,NA,1,0
6,1,"kolaèi s voæem (savijaèa s voæem, kuglof s voæem…)",NA,NA,NA,NA,NA,NA,0,0
6,1,"krafne, fritule, slatki uštipci (slatko prženo dizano tijesto)",NA,NA,NA,NA,NA,NA,0,1
6,2,"posebni blagdanski kolaèi (pinca, panettone, stollen…)",NA,NA,NA,NA,NA,NA,0,1
6,2,"pizze (sve vrste)",NA,NA,NA,NA,NA,NA,1,0
6,2,"kolaèi s punjenjem (orahnjaèa, makovnjaèa, žarbo…)",NA,NA,NA,NA,NA,NA,0,0
6,3,"pizze (sve vrste)",NA,NA,NA,NA,NA,NA,0,1
6,3,"lijepo motanje i preklapanje tijesta (pogaèe, pletenice, ružice…)",NA,NA,NA,NA,NA,NA,1,0
6,3,"lisnato dizano tijesto (salenjaci, kroasani, vijenci…)",NA,NA,NA,NA,NA,NA,0,0
6,4,"slane pogaèe s punjenjem (meso, povræe…)",NA,NA,NA,NA,NA,NA,1,0
6,4,"lisnato dizano tijesto (salenjaci, kroasani, vijenci…)",NA,NA,NA,NA,NA,NA,0,0
6,4,"slane kiflice i peciva s punjenjem (šunka, sir…)",NA,NA,NA,NA,NA,NA,0,1
6,5,"slatke kiflice i peciva s punjenjem (pekmez, Nutella…)",NA,NA,NA,NA,NA,NA,1,0
6,5,"krafne, fritule, slatki uštipci (slatko prženo dizano tijesto)",NA,NA,NA,NA,NA,NA,0,0
6,5,"posebni blagdanski kolaèi (pinca, panettone, stollen…)",NA,NA,NA,NA,NA,NA,0,1
6,6,"pizze (sve vrste)",NA,NA,NA,NA,NA,NA,NA,NA
