"questionnaire.id","resp.id","ques","alt","anchor_1","anchor_2","anchor_3","anchor_4","zemlja","dob","best_choice","worst_choice"
1,5,10,"kolaèi s voæem (savijaèa s voæem, kuglof s voæem…)",2,2,2,2,"Hrvatska","20-50 godina",0,0
1,5,10,"kolaèi s punjenjem (orahnjaèa, makovnjaèa, žarbo…)",2,2,2,2,"Hrvatska","20-50 godina",0,1
1,5,10,"posebni blagdanski kolaèi (pinca, panettone, stollen…)",2,2,2,2,"Hrvatska","20-50 godina",0,0
1,6,1,"posebni blagdanski kolaèi (pinca, panettone, stollen…)",1,2,2,1,"Hrvatska","više od 50 godina",1,0
1,6,1,"slane kiflice i peciva s punjenjem (šunka, sir…)",1,2,2,1,"Hrvatska","više od 50 godina",0,1
1,6,1,"slane pogaèe s punjenjem (meso, povræe…)",1,2,2,1,"Hrvatska","više od 50 godina",0,0
1,6,1,"slatke kiflice i peciva s punjenjem (pekmez, Nutella…)",1,2,2,1,"Hrvatska","više od 50 godina",0,0
1,6,2,"slane kiflice i peciva s punjenjem (šunka, sir…)",1,2,2,1,"Hrvatska","više od 50 godina",0,0
1,6,2,"kolaèi s punjenjem (orahnjaèa, makovnjaèa, žarbo…)",1,2,2,1,"Hrvatska","više od 50 godina",0,1
1,6,2,"krafne, fritule, slatki uštipci (slatko prženo dizano tijesto)",1,2,2,1,"Hrvatska","više od 50 godina",0,0
1,6,2,"lisnato dizano tijesto (salenjaci, kroasani, vijenci…)",1,2,2,1,"Hrvatska","više od 50 godina",1,0
1,6,3,"lijepo motanje i preklapanje tijesta (pogaèe, pletenice, ružice…)",1,2,2,1,"Hrvatska","više od 50 godina",0,0
1,6,3,"kruh (sve vrste) i pogaèe bez punjenja",1,2,2,1,"Hrvatska","više od 50 godina",0,0
1,6,3,"slatke kiflice i peciva s punjenjem (pekmez, Nutella…)",1,2,2,1,"Hrvatska","više od 50 godina",1,0
1,6,3,"kolaèi s punjenjem (orahnjaèa, makovnjaèa, žarbo…)",1,2,2,1,"Hrvatska","više od 50 godina",0,1
1,6,4,"slane pogaèe s punjenjem (meso, povræe…)",1,2,2,1,"Hrvatska","više od 50 godina",0,0
